Code postal 2022;Libellé poste;Population 2019 desservie par le code postal, au minimum (en ne comptabilisant aucune commune multidistribuée);Population 2019 desservie par le code postal, au maximum (en comptabilisant toutes les communes multidistribuée);Code géographique PMSI 2022;Population 2019 desservie par le code géo PMSI
91090;LISSES; 7 333; 7 333;91090; 7 333
91100;CORBEIL-ESSONNES; 56 721; 56 721;91100; 56 721
91120;PALAISEAU; 35 236; 35 236;91120; 35 236
91130;RIS-ORANGIS; 29 745; 29 745;91130; 29 745
91140;VILLEBON-SUR-YVETTE; 12 891; 12 891;91140; 12 891
91150;ÉTAMPES; 34 581; 34 581;91150; 34 581
91160;LONGJUMEAU; 35 063; 35 063;91160; 35 063
91170;VIRY-CHÂTILLON; 30 865; 30 865;91170; 30 865
91180;SAINT-GERMAIN-LÈS-ARPAJON; 10 983; 10 983;91180; 10 983
91190;GIF-SUR-YVETTE; 22 915; 22 915;91190; 22 915
91200;ATHIS-MONS; 35 670; 35 670;91200; 35 670
91210;DRAVEIL; 28 602; 28 602;91210; 28 602
91220;BRÉTIGNY-SUR-ORGE; 31 552; 31 552;91220; 31 552
91230;MONTGERON; 23 760; 23 760;91230; 23 760
91240;SAINT-MICHEL-SUR-ORGE; 20 484; 20 484;91240; 20 484
91250;SAINT-GERMAIN-LÈS-CORBEIL; 18 129; 18 129;91250; 18 129
91260;JUVISY-SUR-ORGE; 17 454; 17 454;91260; 17 454
91270;VIGNEUX-SUR-SEINE; 31 394; 31 394;91270; 31 394
91280;SAINT-PIERRE-DU-PERRAY; 11 220; 11 220;91280; 11 220
91290;ARPAJON; 15 686; 15 686;91290; 15 686
91300;MASSY; 50 644; 50 644;91300; 50 644
91310;MONTLHÉRY; 25 276; 25 276;91310; 25 276
91320;WISSOUS; 7 133; 7 133;91320; 7 133
91330;YERRES; 29 318; 29 318;91330; 29 318
