Code postal 2022;Libellé poste;Population 2019 desservie par le code postal, au minimum (en ne comptabilisant aucune commune multidistribuée);Population 2019 desservie par le code postal, au maximum (en comptabilisant toutes les communes multidistribuée);Code géographique PMSI 2022;Population 2019 desservie par le code géo PMSI
10000;TROYES; 61 957; 61 957;10000; 61 957
10100;ROMILLY-SUR-SEINE; 18 478; 18 478;10100; 18 478
10110;BAR-SUR-SEINE; 7 380; 7 380;10110; 7 380
10120;SAINT-ANDRÉ-LES-VERGERS; 16 541; 16 541;10120; 16 541
10130;ERVY-LE-CHÂTEL; 6 300; 6 300;10130; 6 300
10140;VENDEUVRE-SUR-BARSE; 6 119; 6 119;10140; 6 119
10150;PONT-SAINTE-MARIE; 13 331; 13 331;10150; 13 331
10160;AIX-VILLEMAUR-PÂLIS; 2 895; 6 441;10C01; 13 242
10170;MÉRY-SUR-SEINE; 4 739; 4 739;10170; 4 739
10180;SAINT-LYÉ; 3 280; 3 280;10180; 3 280
10190;ESTISSAC; 6 801; 10 347;10C01; 13 242
10200;BAR-SUR-AUBE; 10 163; 10 163;10200; 10 163
10210;CHAOURCE; 4 150; 4 150;10210; 4 150
10220;PINEY; 4 825; 4 825;10220; 4 825
10230;MAILLY-LE-CAMP; 1 933; 1 933;10230; 1 933
10240;RAMERUPT; 2 678; 2 678;10240; 2 678
10250;MUSSY-SUR-SEINE; 2 290; 2 290;10250; 2 290
10260;SAINT-PARRES-LÈS-VAUDES; 5 268; 5 268;10260; 5 268
10270;LUSIGNY-SUR-BARSE; 5 719; 5 719;10270; 5 719
10280;SAINT-MESMIN; 1 996; 1 996;10280; 1 996
10290;MARCILLY-LE-HAYER; 2 214; 2 214;10290; 2 214
10300;SAINTE-SAVINE; 11 867; 11 867;10300; 11 867
10310;VILLE-SOUS-LA-FERTÉ; 2 220; 2 220;10310; 2 220
10320;BOUILLY; 4 283; 4 283;10320; 4 283
10330;CHAVANGES; 1 515; 1 515;10330; 1 515
10340;LES RICEYS; 2 041; 2 041;10340; 2 041
10350;MARIGNY-LE-CHÂTEL; 2 993; 2 993;10350; 2 993
10360;ESSOYES; 1 384; 1 384;10360; 1 384
10370;VILLENAUXE-LA-GRANDE; 2 726; 2 726;10370; 2 726
10380;PLANCY-L'ABBAYE; 1 580; 1 580;10380; 1 580
10390;VERRIÈRES; 2 985; 2 985;10390; 2 985
10400;NOGENT-SUR-SEINE; 14 570; 14 570;10400; 14 570
10410;SAINT-PARRES-AUX-TERTRES; 4 938; 4 938;10410; 4 938
10420;LES NOËS-PRÈS-TROYES; 3 280; 3 280;10420; 3 280
10430;ROSIÈRES-PRÈS-TROYES; 4 521; 4 521;10430; 4 521
10440;LA RIVIÈRE-DE-CORPS; 4 579; 4 579;10440; 4 579
10450;BRÉVIANDES; 2 851; 2 851;10450; 2 851
10500;BRIENNE-LE-CHÂTEAU; 8 632; 8 632;10500; 8 632
10510;MAIZIÈRES-LA-GRANDE-PAROISSE; 2 791; 2 791;10510; 2 791
10600;LA CHAPELLE-SAINT-LUC; 16 926; 16 926;10600; 16 926
10700;ARCIS-SUR-AUBE; 7 726; 7 726;10700; 7 726
10800;SAINT-JULIEN-LES-VILLAS; 13 231; 13 231;10800; 13 231
11000;CARCASSONNE; 47 791; 47 791;11000; 47 791
11100;NARBONNE; 57 785; 57 785;11100; 57 785
11110;COURSAN; 13 250; 13 250;11110; 13 250
11120;ARGELIERS; 15 354; 15 354;11120; 15 354
11130;SIGEAN; 5 533; 5 533;11C05; 6 523
11140;AXAT; 1 919; 1 919;11140; 1 919
11150;BRAM; 7 313; 7 313;11150; 7 313
11160;RIEUX-MINERVOIS; 6 864; 6 864;11160; 6 864
11170;ALZONNE; 9 251; 9 251;11170; 9 251
11190;COUIZA; 3 680; 3 955;11C02; 4 313
11200;LÉZIGNAN-CORBIÈRES; 30 296; 30 296;11200; 30 296
11210;PORT-LA-NOUVELLE; 5 795; 5 795;11210; 5 795
11220;VAL-DE-DAGNE; 4 175; 4 175;11220; 4 175
11230;CHALABRE; 3 050; 3 050;11230; 3 050
11240;BELVÈZE-DU-RAZÈS; 3 445; 3 445;11240; 3 445
11250;POMAS; 5 589; 5 589;11250; 5 589
11260;ESPÉRAZA; 3 032; 3 032;11260; 3 032
11270;FANJEAUX; 2 784; 2 784;11270; 2 784
11290;MONTRÉAL; 6 740; 6 740;11290; 6 740
11300;LIMOUX; 18 241; 18 516;11300; 18 516
11310;SAISSAC; 1 853; 1 853;11310; 1 853
11320;LABASTIDE-D'ANJOU; 3 097; 3 097;11320; 3 097
11330;VILLEROUGE-TERMENÈS; 1 548; 1 548;11330; 1 548
11340;BELCAIRE; 1 203; 1 203;11340; 1 203
11350;TUCHAN; 1 798; 1 798;11350; 1 798
11360;DURBAN-CORBIÈRES; 2 380; 2 380;11360; 2 380
11370;LEUCATE; 4 612; 4 612;11370; 4 612
11380;MAS-CABARDÈS;  589;  589;11C04; 2 890
11390;CUXAC-CABARDÈS; 2 301; 2 301;11C04; 2 890
11400;CASTELNAUDARY; 21 772; 21 772;11400; 21 772
11410;SALLES-SUR-L'HERS; 2 448; 2 448;11410; 2 448
11420;BELPECH; 2 160; 2 160;11420; 2 160
11430;GRUISSAN; 5 087; 5 087;11430; 5 087
11440;PEYRIAC-DE-MER; 1 132; 1 132;11C01; 2 471
11480;LA PALME; 1 704; 1 704;11480; 1 704
11490;PORTEL-DES-CORBIÈRES; 1 339; 1 339;11C01; 2 471
11500;QUILLAN; 4 559; 4 559;11500; 4 559
11510;FITOU; 2 340; 2 340;11510; 2 340
11540;ROQUEFORT-DES-CORBIÈRES;  990;  990;11C05; 6 523
11560;FLEURY; 3 758; 3 758;11560; 3 758
11570;PALAJA; 5 188; 5 188;11570; 5 188
11580;ALET-LES-BAINS;  633;  633;11C02; 4 313
11590;CUXAC-D'AUDE; 9 621; 9 621;11590; 9 621
11600;CONQUES-SUR-ORBIEL; 9 884; 9 884;11600; 9 884
11610;PENNAUTIER; 3 590; 3 590;11610; 3 590
11620;VILLEMOUSTAUSSOU; 4 469; 4 469;11620; 4 469
11700;CAPENDU; 9 988; 9 988;11700; 9 988
11800;TRÈBES; 11 865; 11 865;11800; 11 865
12000;RODEZ; 26 759; 41 629;12C05; 46 819
12100;MILLAU; 25 575; 25 575;12100; 25 575
12110;AUBIN; 6 457; 6 457;12110; 6 457
12120;CASSAGNES-BÉGONHÈS; 4 863; 4 863;12120; 4 863
12130;SAINT GENIEZ D'OLT ET D'AUBRAC; 3 384; 3 384;12130; 3 384
12140;ENTRAYGUES-SUR-TRUYÈRE; 2 443; 2 788;12140; 2 443
12150;SÉVÉRAC D'AVEYRON; 4 069; 4 069;12150; 4 069
12160;BARAQUEVILLE; 6 557; 6 557;12160; 6 557
12170;RÉQUISTA; 4 278; 4 484;12170; 4 278
12190;LE NAYRAC; 2 003; 2 003;12C04; 2 869
12200;VILLEFRANCHE-DE-ROUERGUE; 17 490; 19 048;12200; 19 048
12210;LAGUIOLE; 2 391; 3 991;12210; 2 391
12220;MONTBAZENS; 4 018; 4 018;12220; 4 018
12230;LA CAVALERIE; 4 714; 4 714;12230; 4 714
12240;RIEUPEYROUX; 4 049; 5 607;12240; 4 049
12250;ROQUEFORT-SUR-SOULZON; 1 610; 1 610;12C01; 2 760
12260;VILLENEUVE; 5 503; 5 503;12260; 5 503
12270;LA FOUILLADE; 2 903; 2 903;12270; 2 903
12290;PONT-DE-SALARS; 4 093; 4 093;12290; 4 093
12300;DECAZEVILLE; 12 177; 12 177;12300; 12 177
12310;LAISSAC-SÉVÉRAC L'ÉGLISE; 3 768; 4 785;12310; 4 785
12320;CONQUES-EN-ROUERGUE; 2 661; 2 661;12320; 2 661
12330;SALLES-LA-SOURCE; 9 387; 9 387;12330; 9 387
12340;BOZOULS; 4 524; 5 541;12340; 4 524
12350;MALEVILLE; 3 370; 3 370;12350; 3 370
12360;CAMARÈS; 2 100; 2 100;12360; 2 100
12370;BELMONT-SUR-RANCE; 1 826; 1 826;12370; 1 826
12380;SAINT-SERNIN-SUR-RANCE; 1 442; 1 442;12380; 1 442
12390;RIGNAC; 5 623; 5 623;12390; 5 623
12400;SAINT-AFFRIQUE; 11 463; 11 463;12400; 11 463
12410;SALLES-CURAN; 1 308; 1 308;12410; 1 308
12420;ARGENCES EN AUBRAC;  310; 1 910;12420; 1 910
12430;VILLEFRANCHE-DE-PANAT; 2 067; 2 067;12430; 2 067
12440;LA SALVETAT-PEYRALÈS; 1 385; 1 385;12440; 1 385
12450;LUC-LA-PRIMAUBE; 10 530; 10 530;12450; 10 530
12460;SAINT-AMANS-DES-COTS; 1 434; 1 779;12460; 1 779
12470;SAINT-CHÉLY-D'AUBRAC; 1 170; 1 170;12470; 1 170
12480;BROQUIÈS; 1 075; 1 075;12480; 1 075
12490;SAINT-ROME-DE-CERNON; 2 890; 2 890;12490; 2 890
12500;ESPALION; 7 352; 7 352;12500; 7 352
12510;OLEMPS; 3 439; 6 644;12C05; 46 819
12520;AGUESSAC; 2 167; 2 167;12520; 2 167
12540;CORNUS; 1 150; 1 150;12C01; 2 760
12550;COUPIAC; 1 538; 1 538;12550; 1 538
12560;SAINT-LAURENT-D'OLT; 1 380; 1 380;12560; 1 380
12580;CAMPUAC;  866;  866;12C04; 2 869
12600;MUR-DE-BARREZ; 2 912; 2 912;12600; 2 912
12620;SAINT-BEAUZÉLY; 1 113; 1 113;12C03; 2 185
12630;MONTROZIER; 2 762; 2 762;12630; 2 762
12640;RIVIÈRE-SUR-TARN; 1 363; 1 363;12C02; 2 024
12700;CAPDENAC-GARE; 6 842; 6 842;12700; 6 842
12720;MOSTUÉJOULS;  661;  661;12C02; 2 024
12740;SÉBAZAC-CONCOURÈS; 4 768; 4 768;12740; 4 768
12780;VÉZINS-DE-LÉVÉZOU; 1 072; 1 072;12C03; 2 185
12800;NAUCELLE; 5 194; 5 400;12800; 5 400
12850;SAINTE-RADEGONDE; 1 751; 13 416;12C05; 46 819
13001;MARSEILLE 1ER ARRONDISSEMENT; 39 893; 39 893;13001; 39 893
13002;MARSEILLE 2E ARRONDISSEMENT; 25 217; 25 217;13002; 25 217
13003;MARSEILLE 3E ARRONDISSEMENT; 51 792; 51 792;13003; 51 792
13004;MARSEILLE 4E ARRONDISSEMENT; 49 296; 49 296;13004; 49 296
13005;MARSEILLE 5E ARRONDISSEMENT; 46 152; 46 152;13005; 46 152
13006;MARSEILLE 6E ARRONDISSEMENT; 42 135; 42 135;13006; 42 135
13007;MARSEILLE 7E ARRONDISSEMENT; 34 697; 34 697;13007; 34 697
13008;MARSEILLE 8E ARRONDISSEMENT; 81 436; 81 436;13008; 81 436
13009;MARSEILLE 9E ARRONDISSEMENT; 76 633; 76 633;13009; 76 633
13010;MARSEILLE 10E ARRONDISSEMENT; 58 491; 58 491;13010; 58 491
13011;MARSEILLE 11E ARRONDISSEMENT; 57 278; 57 278;13011; 57 278
13012;MARSEILLE 12E ARRONDISSEMENT; 61 406; 61 406;13012; 61 406
13013;MARSEILLE 13E ARRONDISSEMENT; 91 358; 91 358;13013; 91 358
13014;MARSEILLE 14E ARRONDISSEMENT; 61 702; 61 702;13014; 61 702
13015;MARSEILLE 15E ARRONDISSEMENT; 77 243; 77 243;13015; 77 243
13016;MARSEILLE 16E ARRONDISSEMENT; 16 002; 16 002;13016; 16 002
13080;AIX-EN-PROVENCE;  0; 145 133;13100; 149 356
13090;AIX-EN-PROVENCE;  0; 145 133;13100; 149 356
13100;LE THOLONET; 4 223; 149 356;13100; 149 356
13103;SAINT-ÉTIENNE-DU-GRÈS; 3 014; 3 014;13103; 3 014
13104;ARLES;  0; 50 454;13200; 50 454
13105;MIMET; 4 213; 4 213;13105; 4 213
13109;SIMIANE-COLLONGUE; 5 808; 5 808;13109; 5 808
13110;PORT-DE-BOUC; 16 651; 16 651;13110; 16 651
13111;COUDOUX; 3 702; 3 702;13111; 3 702
13112;LA DESTROUSSE; 3 768; 3 768;13112; 3 768
13113;LAMANON; 2 037; 2 037;13113; 2 037
13114;PUYLOUBIER; 1 783; 1 783;13114; 1 783
13115;SAINT-PAUL-LÈS-DURANCE;  885;  885;13C01; 5 291
13116;VERNÈGUES; 2 028; 2 028;13C03; 2 591
13117;MARTIGUES;  0; 48 574;13500; 48 574
13118;ISTRES;  0; 43 626;13800; 43 626
13119;SAINT-SAVOURNIN; 3 443; 3 443;13119; 3 443
13120;GARDANNE; 21 521; 21 521;13120; 21 521
13121;AURONS;  563;  563;13C03; 2 591
13122;VENTABREN; 5 407; 5 407;13122; 5 407
13123;ARLES;  0; 50 454;13200; 50 454
13124;PEYPIN; 5 598; 5 598;13124; 5 598
13126;VAUVENARGUES; 1 007; 1 007;13C02; 6 141
13127;VITROLLES; 33 333; 33 333;13127; 33 333
13129;ARLES;  0; 50 454;13200; 50 454
13130;BERRE-L'ÉTANG; 13 660; 13 660;13130; 13 660
13140;MIRAMAS; 26 428; 26 428;13140; 26 428
13150;TARASCON; 17 535; 17 535;13150; 17 535
13160;CHÂTEAURENARD; 16 063; 16 063;13160; 16 063
13170;LES PENNES-MIRABEAU; 21 623; 21 623;13170; 21 623
13180;GIGNAC-LA-NERTHE; 9 887; 9 887;13180; 9 887
13190;ALLAUCH; 21 372; 21 372;13190; 21 372
13200;ARLES;  0; 50 454;13200; 50 454
13210;SAINT-RÉMY-DE-PROVENCE; 9 769; 9 769;13210; 9 769
13220;CHÂTEAUNEUF-LES-MARTIGUES; 17 606; 17 606;13220; 17 606
13230;PORT-SAINT-LOUIS-DU-RHÔNE; 8 424; 8 424;13230; 8 424
13240;SEPTÈMES-LES-VALLONS; 11 196; 11 196;13240; 11 196
13250;SAINT-CHAMAS; 10 028; 10 028;13250; 10 028
13260;CASSIS; 6 905; 6 905;13260; 6 905
13270;FOS-SUR-MER; 15 687; 15 687;13270; 15 687
13280;ARLES;  0; 50 454;13200; 50 454
13290;AIX-EN-PROVENCE;  0; 145 133;13100; 149 356
13300;SALON-DE-PROVENCE; 45 386; 45 386;13300; 45 386
13310;SAINT-MARTIN-DE-CRAU; 13 413; 13 413;13310; 13 413
13320;BOUC-BEL-AIR; 14 838; 14 838;13320; 14 838
13330;PÉLISSANNE; 11 315; 11 315;13330; 11 315
13340;ROGNAC; 12 086; 12 086;13340; 12 086
13350;CHARLEVAL; 2 669; 2 669;13350; 2 669
13360;ROQUEVAIRE; 8 713; 8 713;13360; 8 713
13370;MALLEMORT; 6 134; 6 134;13370; 6 134
13380;PLAN-DE-CUQUES; 11 649; 11 649;13380; 11 649
13390;AURIOL; 12 922; 12 922;13390; 12 922
13400;AUBAGNE; 47 535; 47 535;13400; 47 535
13410;LAMBESC; 9 909; 9 909;13410; 9 909
13420;GÉMENOS; 6 635; 6 635;13420; 6 635
13430;EYGUIÈRES; 6 844; 6 844;13430; 6 844
13440;CABANNES; 4 439; 4 439;13440; 4 439
13450;GRANS; 5 196; 5 196;13450; 5 196
13460;SAINTES-MARIES-DE-LA-MER; 2 144; 2 144;13460; 2 144
13470;CARNOUX-EN-PROVENCE; 6 498; 6 498;13470; 6 498
13480;CABRIÈS; 9 918; 9 918;13480; 9 918
13490;JOUQUES; 4 406; 4 406;13C01; 5 291
13500;MARTIGUES;  0; 48 574;13500; 48 574
13510;ÉGUILLES; 8 030; 8 030;13510; 8 030
13520;MAUSSANE-LES-ALPILLES; 4 814; 4 814;13520; 4 814
13530;TRETS; 10 303; 10 303;13530; 10 303
13540;AIX-EN-PROVENCE;  0; 145 133;13100; 149 356
13550;NOVES; 5 847; 5 847;13550; 5 847
13560;SÉNAS; 6 894; 6 894;13560; 6 894
13570;BARBENTANE; 4 192; 4 192;13570; 4 192
13580;LA FARE-LES-OLIVIERS; 8 744; 8 744;13580; 8 744
13590;MEYREUIL; 5 821; 5 821;13590; 5 821
13600;LA CIOTAT; 40 722; 40 722;13600; 40 722
13610;LE PUY-SAINTE-RÉPARADE; 6 261; 6 261;13610; 6 261
13620;CARRY-LE-ROUET; 5 690; 5 690;13620; 5 690
13630;EYRAGUES; 4 496; 4 496;13630; 4 496
13640;LA ROQUE-D'ANTHÉRON; 5 426; 5 426;13640; 5 426
13650;MEYRARGUES; 3 855; 3 855;13650; 3 855
13660;ORGON; 2 821; 2 821;13660; 2 821
13670;SAINT-ANDIOL; 4 165; 4 165;13670; 4 165
13680;LANÇON-PROVENCE; 8 941; 8 941;13680; 8 941
13690;GRAVESON; 4 856; 4 856;13690; 4 856
13700;MARIGNANE; 32 384; 32 384;13700; 32 384
13710;FUVEAU; 10 161; 10 161;13710; 10 161
13720;LA BOUILLADISSE; 8 186; 8 186;13720; 8 186
13730;SAINT-VICTORET; 6 631; 6 631;13730; 6 631
13740;LE ROVE; 5 145; 5 145;13740; 5 145
13750;PLAN-D'ORGON; 3 515; 3 515;13750; 3 515
13760;SAINT-CANNAT; 5 638; 5 638;13760; 5 638
13770;VENELLES; 8 400; 8 400;13770; 8 400
13780;CUGES-LES-PINS; 5 293; 5 293;13780; 5 293
13790;ROUSSET; 10 838; 10 838;13790; 10 838
13800;ISTRES;  0; 43 626;13800; 43 626
13810;EYGALIÈRES; 1 740; 1 740;13810; 1 740
13820;ENSUÈS-LA-REDONNE; 5 783; 5 783;13820; 5 783
13821;LA PENNE-SUR-HUVEAUNE; 6 519; 6 519;13821; 6 519
13830;ROQUEFORT-LA-BÉDOULE; 6 015; 6 015;13830; 6 015
13840;ROGNES; 4 637; 4 637;13840; 4 637
13850;GRÉASQUE; 4 271; 4 271;13850; 4 271
13860;PEYROLLES-EN-PROVENCE; 5 134; 5 134;13C02; 6 141
13870;ROGNONAS; 4 058; 4 058;13870; 4 058
13880;VELAUX; 8 582; 8 582;13880; 8 582
13890;MOURIÈS; 3 410; 3 410;13890; 3 410
13910;MAILLANE; 2 667; 2 667;13910; 2 667
13920;SAINT-MITRE-LES-REMPARTS; 5 820; 5 820;13920; 5 820
13930;AUREILLE; 1 545; 1 545;13930; 1 545
13940;MOLLÉGÈS; 2 656; 2 656;13940; 2 656
13950;CADOLIVE; 2 168; 2 168;13950; 2 168
13960;SAUSSET-LES-PINS; 7 581; 7 581;13960; 7 581
13980;ALLEINS; 2 626; 2 626;13980; 2 626
13990;FONTVIEILLE; 3 544; 3 544;13990; 3 544
14000;CAEN; 106 230; 106 230;14000; 106 230
14100;LISIEUX; 33 276; 33 276;14100; 33 276
14110;CONDÉ-EN-NORMANDIE;  861; 7 313;14110; 7 313
14111;LOUVIGNY; 2 683; 2 683;14111; 2 683
14112;BIÉVILLE-BEUVILLE; 4 109; 4 109;14112; 4 109
14113;VILLERVILLE;  860;  860;14C03; 15 577
14114;VER-SUR-MER; 1 645; 1 645;14114; 1 645
14117;ARROMANCHES-LES-BAINS;  951;  951;14C01; 1 931
14120;MONDEVILLE; 9 973; 9 973;14120; 9 973
14121;SALLENELLES;  294;  294;14C02; 2 870
14123;IFS; 21 591; 21 591;14123; 21 591
14130;PONT-L'ÉVÊQUE; 16 474; 16 474;14130; 16 474
14140;MÉZIDON VALLÉE D'AUGE; 1 664; 24 799;14C06; 19 428
14150;OUISTREHAM; 9 344; 9 344;14150; 9 344
14160;DIVES-SUR-MER; 5 795; 5 795;14160; 5 795
14170;SAINT-PIERRE-EN-AUGE; 2 815; 10 144;14170; 10 144
14190;SAINT-SYLVAIN; 6 686; 8 409;14190; 6 686
14200;HÉROUVILLE-SAINT-CLAIR; 22 555; 22 555;14200; 22 555
14210;THUE ET MUE; 13 222; 21 694;14C05; 25 581
14220;LE HOM; 11 940; 11 940;14220; 11 940
14230;ISIGNY-SUR-MER; 2 084; 5 694;14230; 5 694
14240;CAUMONT-SUR-AURE; 4 966; 7 734;14240; 7 734
14250;TILLY-SUR-SEULLES; 8 307; 16 321;14250; 8 307
14260;LES MONTS D'AUNAY; 2 769; 17 635;14260; 8 685
14270;BELLE VIE EN AUGE; 1 420; 11 544;14C06; 19 428
14280;SAINT-CONTEST; 6 519; 6 519;14280; 6 519
14290;VALORBIQUET; 7 015; 13 235;14290; 7 015
14310;VILLERS-BOCAGE; 6 878; 10 551;14310; 6 878
14320;SAINT-MARTIN-DE-FONTENAY; 11 855; 11 855;14320; 11 855
14330;LE MOLAY-LITTRY; 5 718; 9 328;14330; 5 718
14340;CAMBREMER; 6 225; 16 349;14340; 6 225
14350;SOULEUVRE EN BOCAGE;  0; 15 579;14350; 8 950
14360;TROUVILLE-SUR-MER; 4 603; 4 603;14360; 4 603
14370;ARGENCES; 11 010; 22 319;14370; 12 733
14380;NOUES DE SIENNE; 6 008; 6 008;14380; 6 008
14390;CABOURG; 5 089; 5 089;14390; 5 089
14400;BAYEUX; 27 092; 27 092;14400; 27 092
14410;VALDALLIÈRE;  0; 5 755;14410; 5 755
14420;POTIGNY; 4 644; 4 644;14420; 4 644
14430;DOZULÉ; 6 075; 6 075;14430; 6 075
14440;DOUVRES-LA-DÉLIVRANDE; 6 748; 6 748;14440; 6 748
14450;GRANDCAMP-MAISY; 1 794; 1 794;14450; 1 794
14460;COLOMBELLES; 6 976; 6 976;14460; 6 976
14470;COURSEULLES-SUR-MER; 5 478; 5 478;14470; 5 478
14480;CREULLY SUR SEULLES; 5 916; 7 032;14480; 5 916
14490;BALLEROY-SUR-DRÔME; 5 160; 5 160;14490; 5 160
14500;VIRE NORMANDIE; 17 138; 17 138;14500; 17 138
14510;HOULGATE; 2 389; 2 389;14510; 2 389
14520;PORT-EN-BESSIN-HUPPAIN; 2 370; 3 102;14520; 3 102
14530;LUC-SUR-MER; 3 213; 3 213;14530; 3 213
14540;BOURGUÉBUS; 8 504; 10 227;14540; 8 504
14550;BLAINVILLE-SUR-ORNE; 5 855; 5 855;14550; 5 855
14570;CLÉCY; 2 915; 2 915;14570; 2 915
14590;MOYAUX; 2 685; 2 685;14590; 2 685
14600;HONFLEUR; 14 717; 14 717;14C03; 15 577
14610;CAIRON; 11 381; 11 381;14610; 11 381
14620;MORTEAUX-COULIBŒUF; 1 956; 1 956;14620; 1 956
14630;FRÉNOUVILLE; 4 554; 4 554;14630; 4 554
14640;VILLERS-SUR-MER; 3 228; 3 228;14640; 3 228
14650;CARPIQUET; 2 886; 2 886;14650; 2 886
14670;TROARN; 5 105; 5 105;14C04; 7 574
14680;BRETTEVILLE-SUR-LAIZE; 3 753; 3 753;14680; 3 753
14690;PONT-D'OUILLY; 2 193; 2 193;14690; 2 193
14700;FALAISE; 14 503; 14 503;14700; 14 503
14710;TRÉVIÈRES; 3 948; 4 680;14710; 3 948
14730;GIBERVILLE; 4 916; 4 916;14730; 4 916
14740;SAINT-MANVIEU-NORREY; 2 771; 12 455;14C05; 25 581
14750;SAINT-AUBIN-SUR-MER; 2 237; 2 237;14750; 2 237
14760;BRETTEVILLE-SUR-ODON; 4 005; 4 005;14760; 4 005
14770;TERRES DE DRUANCE; 1 136; 12 183;14770; 1 136
14780;LION-SUR-MER; 2 536; 2 536;14780; 2 536
14790;VERSON; 7 879; 7 879;14790; 7 879
14800;TOUQUES; 10 060; 10 060;14800; 10 060
14810;MERVILLE-FRANCEVILLE-PLAGE; 2 576; 2 576;14C02; 2 870
14830;LANGRUNE-SUR-MER; 1 934; 1 934;14830; 1 934
14840;DÉMOUVILLE; 5 376; 5 376;14840; 5 376
14850;HÉROUVILLETTE; 2 152; 2 152;14850; 2 152
14860;BAVENT; 5 848; 5 848;14860; 5 848
14880;HERMANVILLE-SUR-MER; 5 665; 5 665;14880; 5 665
14910;BLONVILLE-SUR-MER; 1 967; 1 967;14910; 1 967
14920;MATHIEU; 2 286; 2 286;14920; 2 286
14930;ÉTERVILLE; 3 355; 3 355;14930; 3 355
14940;SANNERVILLE; 2 469; 2 469;14C04; 7 574
14950;BEAUMONT-EN-AUGE; 1 123; 1 123;14950; 1 123
14960;ASNELLES;  980;  980;14C01; 1 931
14970;BÉNOUVILLE; 3 135; 3 135;14970; 3 135
14980;ROTS;  0; 2 448;14980; 2 448
14990;BERNIÈRES-SUR-MER; 2 274; 2 274;14990; 2 274
15000;AURILLAC; 25 593; 29 928;15C02; 44 124
15100;SAINT-FLOUR; 12 047; 13 782;15100; 12 047
15110;CHAUDES-AIGUES; 2 252; 2 252;15110; 2 252
15120;MONTSALVY; 2 873; 2 873;15120; 2 873
15130;ARPAJON-SUR-CÈRE; 14 196; 18 531;15C02; 44 124
15140;SAINT-MARTIN-VALMEROUX; 3 109; 3 109;15140; 3 109
15150;LAROQUEBROU; 3 524; 3 524;15150; 3 524
15160;ALLANCHE; 1 093; 1 093;15160; 1 093
15170;NEUSSARGUES EN PINATELLE; 1 712; 3 516;15170; 3 516
15190;CONDAT; 2 502; 2 502;15190; 2 502
15200;MAURIAC; 5 861; 5 861;15200; 5 861
15210;YDES; 1 852; 1 852;15210; 1 852
15220;SAINT-MAMET-LA-SALVETAT; 3 601; 3 601;15220; 3 601
15230;PIERREFORT; 2 166; 2 166;15C01; 2 719
15240;SAIGNES; 2 636; 2 636;15240; 2 636
15250;NAUCELLES; 9 635; 9 635;15250; 9 635
15260;NEUVÉGLISE-SUR-TRUYÈRE;  0; 1 735;15260; 1 735
15270;LANOBRE; 2 705; 2 705;15270; 2 705
15290;LE ROUGET-PERS; 2 931; 2 931;15290; 2 931
15300;MURAT; 4 737; 6 541;15300; 4 737
15310;SAINT-CERNIN; 2 138; 2 138;15310; 2 138
15320;VAL D'ARCOMIE; 2 227; 2 227;15320; 2 227
15340;PUYCAPEL; 1 456; 1 456;15340; 1 456
15350;CHAMPAGNAC; 1 317; 1 317;15350; 1 317
15380;ANGLARDS-DE-SALERS; 1 247; 1 247;15380; 1 247
15400;RIOM-ÈS-MONTAGNES; 4 983; 4 983;15400; 4 983
15430;PAULHAC;  553;  553;15C01; 2 719
15500;MASSIAC; 3 988; 3 988;15500; 3 988
15590;VELZIC; 1 024; 1 024;15590; 1 024
15600;MAURS; 5 620; 5 620;15600; 5 620
15700;PLEAUX; 2 571; 2 571;15700; 2 571
15800;VIC-SUR-CÈRE; 4 634; 4 634;15800; 4 634
16000;ANGOULÊME; 41 603; 41 603;16000; 41 603
16100;COGNAC; 28 270; 28 270;16100; 28 270
16110;LA ROCHEFOUCAULD-EN-ANGOUMOIS; 11 594; 12 364;16110; 11 594
16120;CHÂTEAUNEUF-SUR-CHARENTE; 8 558; 8 558;16120; 8 558
16130;SEGONZAC; 9 174; 9 893;16130; 9 893
16140;AIGRE; 5 704; 5 704;16140; 5 704
16150;CHABANAIS; 6 356; 6 356;16150; 6 356
16160;GOND-PONTOUVRE; 6 119; 6 119;16160; 6 119
16170;ROUILLAC; 7 156; 7 156;16170; 7 156
16190;MONTMOREAU; 4 332; 4 332;16190; 4 332
16200;JARNAC; 15 279; 15 279;16200; 15 279
16210;CHALAIS; 4 958; 4 958;16C02; 5 286
16220;MONTBRON; 4 552; 5 322;16220; 5 322
16230;MANSLE; 7 243; 7 243;16230; 7 243
16240;VILLEFAGNAN; 3 114; 3 891;16240; 3 891
16250;VAL DES VIGNES; 4 873; 4 873;16250; 4 873
16260;CHASSENEUIL-SUR-BONNIEURE; 4 960; 4 960;16260; 4 960
16270;TERRES-DE-HAUTE-CHARENTE; 4 832; 4 832;16270; 4 832
16290;SAINT-SATURNIN; 5 351; 5 351;16290; 5 351
16300;BARBEZIEUX-SAINT-HILAIRE; 10 262; 10 981;16300; 10 262
16310;MONTEMBŒUF; 3 862; 3 862;16310; 3 862
16320;VILLEBOIS-LAVALETTE; 4 021; 4 021;16320; 4 021
16330;VARS; 5 077; 5 077;16330; 5 077
16340;L'ISLE-D'ESPAGNAC; 5 626; 5 626;16340; 5 626
16350;CHAMPAGNE-MOUTON; 2 044; 2 044;16350; 2 044
16360;BAIGNES-SAINTE-RADEGONDE; 4 075; 4 075;16360; 4 075
